plot id,#pixels,NDVI,<0.0,0.0 - 0.1,0.1 - 0.2,0.2 - 0.3,0.3 - 0.4,0.4 - 0.5,0.5 - 0.6,0.6 - 0.7,0.7 - 0.8,0.8 - 0.9,0.9 - 1.0
124,22466,0.8566467,0,0,0,0,0,0,7,198,1738,18936,1587
125,22465,0.80461055,0,0,0,0,0,14,270,988,6610,14583,0
126,22466,0.8609257,0,0,0,0,0,0,0,128,1176,19962,1200
127,22468,0.8301287,0,0,0,0,0,0,0,81,2794,19592,1
128,22469,0.79507095,0,0,0,0,7,47,450,1910,6868,13140,47
129,22469,0.8711084,0,0,0,0,0,0,0,3,178,21200,1088
130,22471,0.8783524,0,0,0,0,0,0,0,0,32,19495,2944
131,22466,0.88078064,0,0,0,0,0,0,0,0,16,19383,3067
132,22465,0.8721849,0,0,0,0,0,0,0,0,33,21323,1109
133,22467,0.8629578,0,0,0,0,0,0,0,0,184,22077,206
134,22464,0.8614847,0,0,0,0,0,0,0,0,245,21900,319
135,22469,0.86813205,0,0,0,0,0,0,0,0,163,21152,1154
136,22470,0.80867165,0,0,0,0,0,0,31,742,7303,14389,5
137,22467,0.88795996,0,0,0,0,0,0,0,0,1,16673,5793
138,22467,0.8897315,0,0,0,0,0,0,0,0,0,17390,5077
139,22467,0.87929726,0,0,0,0,0,0,0,0,60,20167,2240
140,22467,0.87091047,0,0,0,0,0,0,0,17,637,20011,1802
141,22471,0.87996143,0,0,0,0,0,0,0,0,67,18799,3605
142,22467,0.8710708,0,0,0,0,0,0,0,0,161,20753,1553
143,22469,0.8708616,0,0,0,0,0,0,0,1,235,21331,902
144,22465,0.81824243,0,0,0,0,0,0,0,163,6125,16177,0
145,22466,0.81390715,0,0,0,0,0,0,70,778,5398,16209,11
146,22466,0.7942278,0,0,0,0,0,13,152,1523,8298,12469,11
147,22465,0.8352664,0,0,0,0,0,0,8,136,2871,19390,60
148,22464,0.82278657,0,0,0,0,0,7,55,528,4681,17137,56
149,22464,0.8151171,0,0,0,0,1,31,211,983,5014,16167,57
150,22465,0.8084867,0,0,0,0,0,2,44,790,6521,15107,1
151,22466,0.7061789,0,0,0,14,91,460,1853,6330,11727,1991,0
